news_url,image_url,title,text,source_name,date,topics,sentiment,type,tickers
https://www.youtube.com/watch?v=oixdcIjXoDA,https://cdn.snapi.dev/images/v1/7/g/amazon-in-talks-to-partner-with-diamond-sports-wsj-2201936.jpg,"""Amazon in talks to partner with Diamond Sports: WSJ""","""According to a report from the Wall Street Journal"," Amazon (AMZN) is now in talks for a potential deal with regional sports network Diamond Sports. The network filed for Chapter 11 bankruptcy protection back in March of this year.""","""Yahoo Finance""","""Tue"," 19 Dec 2023 09:02:31 -0500""",,Positive,Video,AMZN
https://www.prnewswire.com/news-releases/frito-lays-us-snack-index-predicts-2024-trends-amidst-an-increasing-time-crunch-302019073.html,https://cdn.snapi.dev/images/v1/s/b/press2-2201917.jpg,"""Frito-Lay's U.S. Snack Index Predicts 2024 Trends Amidst an Increasing Time Crunch""","""One-third of Americans have just 30 minutes to prepare and enjoy meals—less time than their average work commutes and TV shows #GirlDinner is for everyone in 2024 PLANO", Texas , Dec. 19, 2023 /PRNewswire/ -- The fifth annual U.S. Snack Index confirms what many of us are feeling – there are simply not enough hours in the day. A lack of time to prepare," eat and enjoy meals – especially among parents and younger generations – will blur the once-clear line between """"snacks"""" and """"meals"""" in 2024.""",PRNewsWire,"""Tue"," 19 Dec 2023 09:01:00 -0500""",PressRelease,Neutral,Article,PEP
https://www.businesswire.com/news/home/20231218840045/en/Contents-First-to-Release-Tappytoon%E2%80%99s-Popular-Romance-Web-Novels-on-Amazon-Kindle/,https://cdn.snapi.dev/images/v1/s/5/press4-2201996.jpg,"""Contents First to Release Tappytoon's Popular Romance Web Novels on Amazon Kindle""","""LOS ANGELES & SEOUL", South Korea--(BUSINESS WIRE)--Contents First, a global leader in digital comics specializing in IP development, production, distribution, and transmedia, announced today that it will begin publishing English e-book versions of romance fantasy web novels popularized by its Tappytoon reading platform. The Broken Ring: This Marriage Will Fail Anyway, a web novel by ChaCha Kim, and I Tamed My Ex-Husband's Mad Dog, a web novel by Jkyum," will be released on Amazon Kindle in the U.""","""Business Wire""","""Tue"," 19 Dec 2023 09:00:00 -0500""",PressRelease,Neutral,Article,AMZN
