news_url,image_url,title,text,source_name,date,topics,sentiment,type,tickers
https://www.cnbc.com/2023/09/11/tesla-shares-soar-10percent-after-morgan-stanley-upgrade.html,https://cdn.snapi.dev/images/v1/w/m/107296413-1694011816486-gettyimages-1663555669-vcg111452802342-2058219.jpeg,"""Tesla shares soar 10% after Morgan Stanley upgrade""","""Morgan Stanley upgrades Tesla price target to $400 per share on potential of custom silicon.""",CNBC,"""Mon"," 11 Sep 2023 14:24:07 -0400""",,Positive,Article,TSLA
https://www.cnbc.com/2023/09/11/benchmarks-bill-gurley-meta-ai-model-llama2-has-most-momentum.html,https://cdn.snapi.dev/images/v1/i/3/105152111-nup-182671-1248-2058204.jpg,"""Benchmark's Bill Gurley says Meta's Llama AI model has the 'most momentum'""","""Gurley said the open-source nature of Meta's product is threatening to other leaders in the AI space.""",CNBC,"""Mon"," 11 Sep 2023 14:12:17 -0400""",,Positive,Article,META
https://investorplace.com/2023/09/qcom-stock-alert-what-the-apple-supply-deal-means-for-qualcomm/,https://cdn.snapi.dev/images/v1/f/b/qcom-stock-3-2058150.jpg,"""QCOM Stock Alert: What the Apple Supply Deal Means for Qualcomm""","""Qualcomm (NASDAQ: QCOM ) is jumping about 4% on Monday. The positive lift in QCOM stock stems from a new chip supply agreement with consumer tech giant Apple (NASDAQ: AAPL ).""",InvestorPlace,"""Mon"," 11 Sep 2023 13:49:33 -0400""",,Positive,Article,"""AAPL","QCOM"""
