news_url,image_url,title,text,source_name,date,topics,sentiment,type,tickers
https://www.forbes.com/sites/bradadgate/2023/09/11/nielsen-backtracks-on-including-amazon-data-to-thursday-night-football/,https://cdn.snapi.dev/images/v1/c/c/nielsen-backtracks-on-including-amazon-data-to-thursday-night-football-2058265.jpg,"""Nielsen Backtracks On Including Amazon Data To Thursday Night Football""","""After announcing it would be including Amazon's first-party data to Thursday Night Football games"," Nielsen backtracked citing the MRC's non approval of the changeover.""",Forbes,"""Mon"," 11 Sep 2023 15:00:26 -0400""",paylimitwall,Negative,Article,AMZN
https://www.marketwatch.com/story/teslas-stock-busts-through-50-dma-resistance-into-bull-market-territory-68aefa97,https://cdn.snapi.dev/images/v1/2/c/im-850007size1777777777777778width800-2058250.jpg,"""Tesla's stock busts through 50-DMA resistance into bull-market territory""","""Tesla Inc.'s bulls finally succeeded on Monday", after multiple attempts over nearly two weeks," to get the electric-vehicle giant's stock past upside technical resistance and into fresh bull-market territory.""","""Market Watch""","""Mon"," 11 Sep 2023 14:53:00 -0400""",paylimitwall,Positive,Article,TSLA
https://investorplace.com/2023/09/the-3-most-undervalued-ev-charging-stocks-to-buy-in-september-2023/,https://cdn.snapi.dev/images/v1/u/6/red-electric-vehicle-charging-ev-stocks-closeup-1600-2058240.jpg,"""The 3 Most Undervalued EV Charging Stocks to Buy in September 2023""","""Countries across the globe are striving to have millions of electric vehicles on the road by the end of this decade. To achieve this goal"," governments have laid out several initiatives and incentives.""",InvestorPlace,"""Mon"," 11 Sep 2023 14:47:23 -0400""",StocksToWatch,Positive,Article,"""BLNK",EVGO,"TSLA"""
