news_url,image_url,title,text,source_name,date,topics,sentiment,type,tickers
https://www.cnbc.com/2023/12/19/vr-market-shrinking-as-meta-pours-billions-of-dollars-into-metaverse.html,https://cdn.snapi.dev/images/v1/6/z/107201031-1677606399602-gettyimages-1247559120-spain-mwc-2023-2201804.jpeg,"""VR market keeps shrinking even as Meta pours billions of dollars a quarter into metaverse""","""Sales of VR headsets and AR glasses in the U.S. have plummeted nearly 40% this year"," while Meta has invested billions of dollars into the technology""",CNBC,"""Tue"," 19 Dec 2023 08:30:01 -0500""",,Negative,Article,META
https://www.youtube.com/watch?v=IR1kEb8PMFc,https://cdn.snapi.dev/images/v1/1/t/tesla-to-raise-pay-for-hourly-nevada-gigafactory-workers-in-january-2201740.jpg,"""Tesla to raise pay for hourly Nevada Gigafactory workers in January""","""CNBC's Becky Quick reports on the latest news.""","""CNBC Television""","""Tue"," 19 Dec 2023 08:09:06 -0500""",,Positive,Video,TSLA
https://www.fool.com/investing/2023/12/19/3-artificial-intelligence-ai-stocks-for-2024-and-b/,https://cdn.snapi.dev/images/v1/a/k/urlhttps3a2f2fgfoolcdncom2feditorial2fimages2f7581952fgoog-google-stock-supercomputer-ai-artificial-intelligencejpgopresizew400h400-2201713.jpg,"""3 Artificial Intelligence (AI) Stocks for 2024 (and Beyond)""","""Demand for Palantir's products is skyrocketing. SoundHound's role in AI is vastly underrated.""","""The Motley Fool""","""Tue"," 19 Dec 2023 08:05:00 -0500""",,Positive,Article,"""GOOG",PLTR,"SOUN"""
