news_url,image_url,title,text,source_name,date,topics,sentiment,type,tickers
https://www.zacks.com/stock/news/2199615/intel-intc-stock-declines-while-market-improves-some-information-for-investors,https://cdn.snapi.dev/images/v1/6/w/default33-2201080.jpg,"""Intel (INTC) Stock Declines While Market Improves: Some Information for Investors""","""Intel (INTC) reachead $45.69 at the closing of the latest trading day"," reflecting a -1.02% change compared to its last close.""","""Zacks Investment Research""","""Mon"," 18 Dec 2023 18:47:11 -0500""",,Neutral,Article,INTC
https://www.forbes.com/sites/antoniopequenoiv/2023/12/18/amazon-could-invest-in-the-countrys-largest-regional-sports-tv-chain-heres-why/,https://cdn.snapi.dev/images/v1/3/w/amazon-could-invest-in-the-countrys-largest-regional-sports-tv-chainheres-why-2201057.jpg,"""Amazon Could Invest In The Country's Largest Regional Sports TV Chain—Here's Why""","""Amazon is in talks to acquire a stake in Diamond Sports Group", according to multiple reports," a move that could eventually bring games from the regional sports network's 40 teams to the Prime Video streaming platform—as Amazon expands further into live sports and Diamond struggles to stay afloat following a bankruptcy filing this year.""",Forbes,"""Mon"," 18 Dec 2023 17:57:29 -0500""",paylimitwall,Positive,Article,AMZN
https://www.youtube.com/watch?v=CRWH6sMa2bg,https://cdn.snapi.dev/images/v1/9/k/masimo-ceo-on-apple-patent-dispute-we-are-the-rightful-creator-and-inventor-of-this-technology-2201043.jpg,"""Masimo CEO on Apple patent dispute: We are the rightful creator and inventor of this technology""","""Joe Kiani", Masimo CEO," joins 'Closing Bell: Overtime' to discuss Apple pausing some Watch sales due to a patent dispute.""","""CNBC Television""","""Mon"," 18 Dec 2023 17:36:18 -0500""",CEO,Neutral,Video,"""MASI","AAPL"""
