news_url,image_url,title,text,source_name,date,topics,sentiment,type,tickers
https://www.youtube.com/watch?v=4xbipbkWRuM,https://cdn.snapi.dev/images/v1/x/s/3-stock-lunch-tsla-sjm-baba-2058279.jpg,"""3-Stock Lunch: TSLA"," SJM & BABA""","""Victoria Greene", G Squared Private Wealth, joins ‘Power Lunch' to discuss three stocks: Tesla," JM Smucker and Alibaba.""","""CNBC Television""","""Mon"," 11 Sep 2023 15:25:43 -0400""",,Neutral,Video,"""BABA",SJM,"TSLA"""
https://nypost.com/2023/09/11/tesla-stock-surges-over-10-after-morgan-stanley-upgrade/,https://cdn.snapi.dev/images/v1/n/y/nypichpdpict000034354440jpgquality90stripall-2058376.jpg,"""Tesla surges 10% on report its supercomputer could add $500B to market cap""","""A group of Morgan Stanley analysts upgraded Tesla's stock to """"overweight"""" from """"equal-weight",""""" prompting the electric vehicle company's share price to rally over 10% Monday afternoon.""","""New York Post""","""Mon"," 11 Sep 2023 15:19:22 -0400""",,Positive,Article,TSLA
https://invezz.com/news/2023/09/11/qualcomm-renews-chips-deal-with-apple/?utm_source=snapi,https://cdn.snapi.dev/images/v1/a/o/187641527-m-2058273.jpg,"""Qualcomm renews its chips deal with Apple – analyst Tom Forte's take""","""Qualcomm Inc (NASDAQ: QCOM) is up 5.0% today after announcing a new deal on smartphone chips with Apple Inc (NASDAQ: AAPL). iPhones will continue to use Qualcomm chips On Monday"," the multinational said Apple will continue to use its 5G modems in its flagship smartphone through 2026.""",Invezz,"""Mon"," 11 Sep 2023 15:11:00 -0400""",,Positive,Article,"""AAPL","QCOM"""
