news_url,image_url,title,text,source_name,date,topics,sentiment,type,tickers
https://www.youtube.com/watch?v=-2acmVoTOBE,https://cdn.snapi.dev/images/v1/m/w/iphone-15-apple-to-sell-made-in-india-iphones-on-launch-day-2058970.jpg,"""iPhone 15: Apple to Sell Made-in-India iPhones on Launch Day""","""As Apple Inc. plans to unveil the new iPhone 15"," the model you buy on the launch day could be made in India for the first time ever. Bloomberg Intelligence's Matt Bloxham and Bloomberg's Alex Webb have the details on Bloomberg Television.""","""Bloomberg Markets and Finance""","""Tue"," 12 Sep 2023 06:12:04 -0400""",product,Positive,Video,AAPL
https://www.cnn.com/2023/09/12/tech/apple-iphone-15-event-wonderlust/index.html,https://cdn.snapi.dev/images/v1/j/y/230908170426-apple-wonderlust-iphone-15-event-super-169-2058947.jpg,"""Apple is set to unveil the iPhone 15""","""Apple is expected to debut its iPhone 15 lineup at the company's annual September keynote event on Tuesday"," and it could introduce the biggest change to the phone's design in 11 years.""","""CNN Business""","""Tue"," 12 Sep 2023 06:11:36 -0400""",product,Positive,Article,AAPL
https://investorplace.com/2023/09/7-no-brainer-stocks-to-buy-with-1000-right-now/,https://cdn.snapi.dev/images/v1/j/l/stocks-to-buy-greedy1600-1024x576-2058964.png,"""7 No-Brainer Stocks to Buy With $1000 Right Now""","""Finding the best stocks to buy can be tricky. In the stock market"," this year has been a beacon for those with a glass-half-full perspective.""",InvestorPlace,"""Tue"," 12 Sep 2023 06:10:45 -0400""",StocksToWatch,Positive,Article,"""AMD",BYDDF,KO,MDT,META,MSFT,"NEE"""
