news_url,image_url,title,text,source_name,date,topics,sentiment,type,tickers
https://www.fool.com/investing/2023/12/19/491-warren-buffetts-373-billion-invested-3-ai-stoc/,https://cdn.snapi.dev/images/v1/u/r/urlhttps3a2f2fgfoolcdncom2feditorial2fimages2f7585942fwarren-buffett-smiling-surrounded-by-camerasjpgopresizew400h400-2201581.jpg,"""49.1% of Warren Buffett's $373 Billion Portfolio Is Invested in 3 Artificial Intelligence (AI) Stocks""","""Warren Buffett has led Berkshire Hathaway to market-beating returns since 1965. He uses a simple investment strategy"," and artificial intelligence (AI) stocks wouldn't fit his usual criteria.""","""The Motley Fool""","""Tue"," 19 Dec 2023 06:01:00 -0500""",wbuffett,Neutral,Article,"""AAPL",AMZN,"SNOW"""
https://www.fool.com/investing/2023/12/19/3-things-to-know-about-costco-15-dividend-payment/,https://cdn.snapi.dev/images/v1/u/r/urlhttps3a2f2fgfoolcdncom2feditorial2fimages2f7586132fcostco-warehouse-wholesale-shoppingjpgopresizew400h400-2201577.jpg,"""3 Things to Know About Costco's $15 Dividend Payment""","""Costco is sending nearly $7 billion to shareholders via a one-time dividend. The payout is supported by strong cash flow and sales growth.""","""The Motley Fool""","""Tue"," 19 Dec 2023 05:57:00 -0500""",dividend,Positive,Article,COST
https://www.proactiveinvestors.co.uk/companies/news/1036619?SNAPI,https://cdn.snapi.dev/images/v1/h/f/tiktok-2201434.png,"""TikTok"," Meta representative sues Utah minors social media rules""","""TikTok and Meta Platforms Inc (NASDAQ:FB) are among social media firms to have launched legal action against Utah state over stricter rules on children using such apps. Under laws signed in March by governor Spencer Cox"," children will be barred from using social media between the hours of 22:30 and 06:30 local time without parental consent.""","""Proactive Investors""","""Tue"," 19 Dec 2023 05:56:01 -0500""",,Neutral,Article,META
