news_url,image_url,title,text,source_name,date,topics,sentiment,type,tickers
https://www.pymnts.com/apple/2023/apple-halt-sales-2-smartwatches-amid-patent-dispute/?utm_source=snapi,https://cdn.snapi.dev/images/v1/a/p/apple-watchjpgw457-2200579.jpg,"""Apple to Halt Sales of 2 Smartwatches Amid Patent Dispute""","""Apple is set to halt sales of two models of its smartwatch in the coming days as the company prepares to comply with a U.S. import ban related to a patent dispute.""",PYMNTS,"""Mon"," 18 Dec 2023 12:43:38 -0500""",,Negative,Article,AAPL
https://www.proactiveinvestors.com/companies/news/1036529?SNAPI,https://cdn.snapi.dev/images/v1/q/u/2023-12-18-12-28-02-db6c946977f5bc2aa9948b59e49b55e1-2200553.jpg,"""Apple halts US sales of Series 9 and Ultra 2 Apple watches amid ITC ban""","""Apple Inc (NASDAQ:AAPL) will cease selling the Apple Watch Series 9 and Ultra 2 models in the US from December 21st", complying with a US International Trade Commission (ITC) import ban following a patent dispute with medical device maker Masimo over its SpO2 sensor. The ban, affecting only the flagship Series 9 and Ultra 2 models," won't impact the Apple Watch SE or previous models without the blood oxygen sensor.""","""Proactive Investors""","""Mon"," 18 Dec 2023 12:28:58 -0500""",product,Negative,Article,AAPL
https://www.businessinsider.com/tesla-union-dispute-sweden-could-morph-into-a-brush-fire-2023-12,https://cdn.snapi.dev/images/v1/6/5/6580732b50edbc52a8653c6dformatjpeg-2200570.jpg,"""Tesla's growing union dispute could morph into a 'brush fire'""","""The next union battleground could be Tesla. How Tesla responds to labor disputes in Scandinavia could shape talks with UAW.""","""Business Insider""","""Mon"," 18 Dec 2023 12:18:16 -0500""",paylimitwall,Negative,Article,TSLA
