news_url,image_url,title,text,source_name,date,topics,sentiment,type,tickers
https://www.nytimes.com/2023/12/18/technology/google-app-payment-antitrust-settlement.html,https://cdn.snapi.dev/images/v1/i/m/image-1393876551-2157972-2201259.jpg,"""Google Allows More App Payment Options in Antitrust Deal With States""","""The tech giant will pay $700 million and allow app makers to collect payments directly from consumers in a settlement it hopes will help resolve other legal challenges.""",NYTimes,"""Mon"," 18 Dec 2023 23:34:23 -0500""",paywall,Negative,Article,"""GOOG","GOOGL"""
https://www.marketwatch.com/story/group-representing-tiktok-snap-meta-and-x-sues-utah-over-social-media-limits-for-minors-e5f690bf,https://cdn.snapi.dev/images/v1/i/m/im-662548size1777777777777778width800-2201252.jpg,"""Group representing TikTok", Snap," Meta and X sues Utah over social-media limits for minors""","""SALT LAKE CITY — A trade group that represents TikTok and other major tech companies sued Utah on Monday over its first-in-the-nation laws requiring children and teens to obtain parental consent to use social media apps.""","""Market Watch""","""Mon"," 18 Dec 2023 22:19:00 -0500""",paylimitwall,Positive,Article,"""META","SNAP"""
https://investorplace.com/2023/12/3-metaverse-stocks-to-build-your-virtual-empire-in-2024/,https://cdn.snapi.dev/images/v1/e/p/metaverse-becomes-reality-2201237.jpg,"""3 Metaverse Stocks to Build Your Virtual Empire in 2024""","""The concept of a “metaverse” refers to a sophisticated", evolving virtual realm where users from the real world can engage dynamically with a digital environment alongside others. Investors are showing strong interest in metaverse stocks to buy in 2024," signaling potential growth.""",InvestorPlace,"""Mon"," 18 Dec 2023 21:53:29 -0500""",,Positive,Article,"""NVDA",QCOM,"RBLX"""
