news_url,image_url,title,text,source_name,date,topics,sentiment,type,tickers
https://www.pymnts.com/apple/2023/apples-new-launches-may-drive-shift-to-services-ecosystem/?utm_source=snapi,https://cdn.snapi.dev/images/v1/a/p/apple-2058549.jpg,"""Apple's New Launches May Drive Shift to Services Ecosystem""","""For Apple"," Tuesday (Sept. 12) will mark the latest launch of its latest slate of hardware updates.""",PYMNTS,"""Mon"," 11 Sep 2023 16:59:05 -0400""",,Neutral,Article,AAPL
https://www.youtube.com/watch?v=IaV3KiEDDlU,https://cdn.snapi.dev/images/v1/d/a/apple-renews-qualcomm-deal-in-sign-its-own-chip-isnt-ready-2058464.jpg,"""Apple Renews Qualcomm Deal in Sign Its Own Chip Isn't Ready""","""Apple is extending an agreement to get modem semiconductors from Qualcomm for three more years"," a sign that its ambitious effort to design the chips in-house is taking longer than expected. Bloomberg's Mark Gurman joins Ed Ludlow on """"Bloomberg Technology.""","""Bloomberg Technology""","""Mon"," 11 Sep 2023 16:43:16 -0400""",,Neutral,Video,"""AAPL","QCOM"""
https://www.investors.com/news/sp-500-tesla-apple-chipmaker-lead-big-movers/,https://cdn.snapi.dev/images/v1/d/d/urlhttps3a2f2fgfoolcdncom2feditorial2fimages2f7433362ffintech-payment-app-hands-smartphonejpgopresizew400h400-2048167-2058478.jpg,"""S&P 500: Tesla"," Apple Chipmaker Lead Big Movers""","""Tesla led the S&P 500 Monday"," surging on an upgrade. Apple chipmaker Qualcomm rose solidly.""","""Investors Business Daily""","""Mon"," 11 Sep 2023 16:35:00 -0400""",,Positive,Article,"""AAPL","TSLA"""
