news_url,image_url,title,text,source_name,date,topics,sentiment,type,tickers
https://www.fool.com/investing/2023/09/11/why-meta-stock-just-popped/,https://cdn.snapi.dev/images/v1/p/t/instagram-teens-20jpgquality90stripall-1116114-2057909.jpg,"""Why Meta Stock Just Popped""","""Meta is charging ahead with a more advanced artificial intelligence system. The new Meta AI could become as powerful as OpenAI's ChatGPT-4.""","""The Motley Fool""","""Mon"," 11 Sep 2023 11:41:22 -0400""",,Positive,Article,META
https://www.youtube.com/watch?v=EhBhYB66UIg,https://cdn.snapi.dev/images/v1/3/t/arm-instacart-apple-launch-event-jm-smucker-hostess-deal-3-things-2057903.jpg,"""Arm & Instacart", Apple launch event," J.M. Smucker-Hostess deal: 3 Things""","""Chipmaker Arm seeks to increase its listing price range ahead of its IPO"," while Instacart aims to raise $660 million in capital. All eyes are on Apple's (AAPL) iPhone 15 launch event this week.""","""Yahoo Finance""","""Mon"," 11 Sep 2023 11:30:04 -0400""","""manda","product""",Neutral,Video,"""AAPL",CART,SJM,ARM,"TWNK"""
https://www.cnet.com/tech/mobile/apple-extends-modem-deal-with-qualcomm-ahead-of-iphone-15-launch/,https://cdn.snapi.dev/images/v1/2/3/230906-yt-why-upgrading-iphone-15-v05jpgautowebpfitcropheight675width1200-2057881.jpg,"""Apple Extends Modem Deal with Qualcomm Ahead of iPhone 15 Launch""","""Apple has agreed to use Qualcomm 5G modems in its iPhones through 2026.""",CNET,"""Mon"," 11 Sep 2023 11:29:33 -0400""",product,Positive,Article,"""AAPL","QCOM"""
