news_url,image_url,title,text,source_name,date,topics,sentiment,type,tickers
https://www.wsj.com/articles/apple-event-2023-iphone-15-wonderlust-five-things-f59f92ce,https://cdn.snapi.dev/images/v1/i/e/social-2058766.jpg,"""Five Things to Look for at Apple's Tuesday iPhone Event""","""Among the expected new features are a different connector cord"," a new button—and a higher price.""",WSJ,"""Mon"," 11 Sep 2023 21:00:00 -0400""","""product","paywall""",Negative,Article,AAPL
https://www.wsj.com/articles/google-antitrust-trial-doj-search-91d32f8f,https://cdn.snapi.dev/images/v1/j/z/social-2058788.jpg,"""U.S. v. Google: What to Know About the Biggest Antitrust Trial in 20 Years""","""The search engine faces charges of using illegal agreements with phone and browser companies to maintain a monopoly.""",WSJ,"""Mon"," 11 Sep 2023 21:00:00 -0400""",paywall,Negative,Article,"""GOOG","GOOGL"""
https://www.youtube.com/watch?v=mzK-lfQuVX8,https://cdn.snapi.dev/images/v1/q/6/fmr-rep-barbara-comstock-talks-the-dojs-antitrust-suit-against-google-2058650.jpg,"""Fmr. Rep Barbara Comstock talks the DOJ's antitrust suit against Google""","""Hosted by Brian Sullivan", “Last Call” is a fast-paced, entertaining business show that explores the intersection of money," culture and policy. Tune in Monday through Friday at 7 p.m.""","""CNBC Television""","""Mon"," 11 Sep 2023 20:11:13 -0400""",,Negative,Video,"""GOOG","GOOGL"""
