news_url,image_url,title,text,source_name,date,topics,sentiment,type,tickers
https://www.youtube.com/watch?v=891NduS4AFA,https://cdn.snapi.dev/images/v1/m/q/iphone-15-sales-start-off-slow-in-china-2105113.jpg,"""IPhone 15 Sales Start Off Slow in China""","""Sales of Apple's new iPhone 15 in China are down 4.5% compared with the iPhone 14 over their first 17 days after release"," according separate studies. Bloomberg's Alex Webb and Ed Ludlow discuss what we know.""","""Bloomberg Markets and Finance""","""Mon"," 16 Oct 2023 12:45:04 -0400""",product,Negative,Video,AAPL
https://www.youtube.com/watch?v=KrZ2Ee3_ln0,https://cdn.snapi.dev/images/v1/n/7/tesla-margins-under-pressure-as-uaw-strike-costing-automakers-each-day-2105075.jpg,"""Tesla margins under pressure as UAW strike costing automakers each day""","""JPMorgan has increased its estimates on how much the United Auto Workers strike will cost Ford (F) and General Motors (GM) per day as the strike continues. The firm has also estimated that the strike already cost both companies over $500 million each.""","""Yahoo Finance""","""Mon"," 16 Oct 2023 12:22:21 -0400""",,Negative,Video,TSLA
https://www.marketbeat.com/originals/costco-dollar-general-target-up-as-market-turns-defensive/?utm_source=snapi,https://cdn.snapi.dev/images/v1/v/l/med-20231016111345-costco-dollar-general-target-up-as-market-turns-de-2105051.jpg,"""Costco", Dollar General," Target Up As Market Turns Defensive""","""Consumer staples stocks were trading higher on October 13 as markets widely anticipated higher interest rates and weakening economic conditions that could boost shares of companies selling essential products like food and toothpaste.""",MarketBeat,"""Mon"," 16 Oct 2023 12:16:08 -0400""",,Positive,Article,"""COST",DG,"TGT"""
