news_url,image_url,title,text,source_name,date,topics,sentiment,type,tickers
https://www.pymnts.com/amazon/2023/report-amazon-considering-investment-in-regional-sports-programmer-diamond-sports-group/?utm_source=snapi,https://cdn.snapi.dev/images/v1/m/l/mlb-amazonjpgw457-2201244.jpg,"""Report: Amazon Considering Investment in Regional-Sports Programmer Diamond Sports Group""","""In a potential move that would further solidify its presence in the sports content industry", Amazon is reportedly in talks to invest in Diamond Sports Group," the largest regional-sports programmer in the country.""",PYMNTS,"""Mon"," 18 Dec 2023 21:03:14 -0500""",,Positive,Article,AMZN
https://www.fool.com/investing/2023/12/18/alphabet-jumped-again-today-thanks-to-ai-is-the-st/,https://cdn.snapi.dev/images/v1/b/u/image-532148644-1719685-2201211.jpg,"""Alphabet Jumped Again Today Thanks to AI -- Is the Stock a Buy?""","""Mega-cap tech stocks continued to post strong gains Monday. Gains for Alphabet and other big-tech players continue to be powered by competitive advantages in AI.""","""The Motley Fool""","""Mon"," 18 Dec 2023 20:22:18 -0500""",,Positive,Article,"""GOOG","GOOGL"""
https://www.marketwatch.com/story/apple-watch-interruption-could-fuel-a-revenue-decline-in-the-important-december-quarter-76e4bc98,https://cdn.snapi.dev/images/v1/d/v/im-97422019size1777777777777778width800-2201190.jpg,"""Apple Watch interruption could fuel a revenue decline in the important December quarter""","""The sudden interruption in most Apple Watch sales during the all-important holiday shopping season could potentially fuel another revenue decline for the tech giant's December quarter.""","""Market Watch""","""Mon"," 18 Dec 2023 19:44:00 -0500""","""earnings",product,"paylimitwall""",Negative,Article,AAPL
