news_url,image_url,title,text,source_name,date,topics,sentiment,type,tickers
https://www.zacks.com/stock/news/2199870/nvidia-nvda-up-243-ytd-will-it-carry-momentum-in-2024,https://cdn.snapi.dev/images/v1/2/p/534-2202023.jpg,"""NVIDIA (NVDA) Up 243% YTD: Will It Carry Momentum in 2024?""","""NVIDIA (NVDA) stock is likely to carry the upward momentum in 2024 on hopes that the company will be a prime beneficiary of growing investments in generative AI.""","""Zacks Investment Research""","""Tue"," 19 Dec 2023 09:47:15 -0500""",,Positive,Article,NVDA
https://www.zacks.com/stock/news/2199886/4-etf-areas-stocks-to-win-on-upbeat-november-retail-sales,https://cdn.snapi.dev/images/v1/v/g/1940-2202018.jpg,"""4 ETF Areas & Stocks to Win on Upbeat November Retail Sales""","""Retail Sales in the United States increased 4.1% year-on-year in November 2023", marking the strongest annual growth since February," following a downwardly revised 2.2% gain in October.""","""Zacks Investment Research""","""Tue"," 19 Dec 2023 09:47:07 -0500""",,Positive,Article,"""AMZN",BFIT,CARZ,EATZ,GPI,ONLN,PG,"WING"""
https://www.pymnts.com/artificial-intelligence-2/2023/tomtom-develops-in-car-voice-ai-assistant-with-microsoft/?utm_source=snapi,https://cdn.snapi.dev/images/v1/t/o/tomtom-aijpgw457-2202009.jpg,"""TomTom Develops In-Car Voice AI Assistant With Microsoft""","""Mapping/navigation company TomTom says it has developed an artificial intelligence (AI)-powered", in-car conversational assistant in collaboration with Microsoft. The tool offers enhanced voice interaction with infotainment, location search, and vehicle command systems," and arrives at the end of a year that saw voice AI integrated into more and more applications.""",PYMNTS,"""Tue"," 19 Dec 2023 09:38:19 -0500""",,Positive,Article,"""MSFT","TMOAF"""
