news_url,image_url,title,text,source_name,date,topics,sentiment,type,tickers
https://www.youtube.com/watch?v=kWT_sxrizLI,https://cdn.snapi.dev/images/v1/d/w/costco-ceo-selling-all-sorts-of-crazy-things-seems-to-work-for-us-2200363.jpg,"""Costco CEO: Selling all sorts of crazy things seems to work for us""","""Craig Jelinek", outgoing Costco CEO, joins 'Squawk on the Street' to discuss the company's ability to retain its talent, how it can keep low prices without losing margins," and more.""","""CNBC Television""","""Mon"," 18 Dec 2023 10:24:50 -0500""",CEO,Neutral,Video,COST
https://investorplace.com/2023/12/7-inflation-proof-consumer-staples-stocks-to-buy-in-december/,https://cdn.snapi.dev/images/v1/j/t/inflation-1600-2200321.jpg,"""7 Inflation-Proof Consumer Staples Stocks to Buy in December""","""In an economy tackling persistent inflation", where core prices edged up in November, and the year-on-year core rate remained at 4%, investors are looking toward the future. On a more positive note, with anticipated rate cuts on the horizon post-Fed's recent meeting," the focus shifts to inflation-resistant investments.""",InvestorPlace,"""Mon"," 18 Dec 2023 10:21:58 -0500""",StocksToWatch,Positive,Article,"""BUD",CL,MDLZ,PCG,PEP,PG,"PM"""
https://www.proactiveinvestors.co.uk/companies/news/1036511?SNAPI,https://cdn.snapi.dev/images/v1/6/m/wh40k-guillimanvsblacklegion2018-2200307.jpg,"""Games Workshop's Warhammer tie-in with Amazon ‘a huge opportunity' - analyst""","""Equities analysts at Jefferies see long-term potential in Games Workshop Group PLC (LSE:GAW)'s confirmed tie-in with Amazon.com Inc (NASDAQ:AMZN", ETR:AMZ)," which will see the streaming giant translate the London-listed group's popular Warhammer 40k franchise into film and TV content. """"The potential for Warhammer to build its global exposure is clearly a huge opportunity","""""​​ said analysts.""","""Proactive Investors""","""Mon"," 18 Dec 2023 10:19:03 -0500""",,Positive,Article,"""GMWKF","AMZN"""
