news_url,image_url,title,text,source_name,date,topics,sentiment,type,tickers
https://www.marketwatch.com/story/apple-will-reach-a-milestone-by-the-end-of-next-year-analyst-says-34218620,https://cdn.snapi.dev/images/v1/a/m/im-851024size1777777777777778width800-2200720.jpg,"""Apple will reach a milestone by the end of next year"," analyst says""","""Apple Inc. will hit a major milestone by the end of next year", boosted by the tech giant's performance in China," according to Wedbush analyst Dan Ives.""","""Market Watch""","""Mon"," 18 Dec 2023 14:06:00 -0500""",paylimitwall,Positive,Article,AAPL
https://www.seeitmarket.com/3-investor-datapoints-to-watch-snapchat-google-gemini-and-apartment-rents/,https://cdn.snapi.dev/images/v1/n/8/urlhttps3a2f2fgfoolcdncom2feditorial2fimages2f7404062fmobile-stock-tradingjpgopresizew400h400-1995799-2188482-2200701.jpg,"""3 Investor Datapoints To Watch: Snapchat", Google Gemini," and Apartment Rents""","""Today we take a look at a broad swath of economic data"," from technology numbers to apartment rent costs. Below is a summary of our 3 data points for today's discussion: Overall There are so many things to bring up this week that incorporate data.""","""See It Market""","""Mon"," 18 Dec 2023 13:46:07 -0500""",,Neutral,Article,"""GOOG",GOOGL,"SNAP"""
https://www.businessinsider.com/apple-halting-sales-series-9-ultra-2-watch-united-states-2023-12,https://cdn.snapi.dev/images/v1/6/5/658082fda79e5746976a89c5formatjpeg-2200686.jpg,"""Apple will stop selling the newest versions of the Apple Watch in the US this week unless President Biden intervenes""","""Apple announced it would stop selling two models of the Apple Watch later this week. This follows a patent dispute judgment by the ITC over the watch's blood oxygen monitor.""","""Business Insider""","""Mon"," 18 Dec 2023 13:27:52 -0500""","""product","paywall""",Negative,Article,AAPL
