news_url,image_url,title,text,source_name,date,topics,sentiment,type,tickers
https://investorplace.com/2023/10/3-ev-stocks-that-can-be-the-next-tesla/,https://cdn.snapi.dev/images/v1/n/x/electric-vehicle-ev-stocks-charging-black-neon-1600-2105220.jpg,"""3 EV Stocks That Can Be the Next Tesla""","""Tesla (NASDAQ: TSLA ) initial public offering happened in June 2010. The offer price was $17 per share and TSLA stock closed the first trading day at $23.9.""",InvestorPlace,"""Mon"," 16 Oct 2023 13:42:13 -0400""",,Positive,Article,"""LI",RIVN,"XPEV"""
https://techxplore.com/news/2023-10-linkedin-workers-workforce.html,https://cdn.snapi.dev/images/v1/b/3/linkedin-2105206.jpg,"""LinkedIn cuts more than 600 workers"," about 3% of workforce""","""LinkedIn said Monday it is laying off hundreds of employees amounting to about 3% of the social media company's workforce.""",TechXplore,"""Mon"," 16 Oct 2023 13:40:22 -0400""",Layoffs,Negative,Article,MSFT
https://www.zacks.com/stock/news/2166626/etfs-in-focus-ahead-of-tesla-q3-earnings,https://cdn.snapi.dev/images/v1/7/j/572-2105188.jpg,"""ETFs in Focus Ahead of Tesla Q3 Earnings""","""Tesla stock has plunged about 13% over the past three months"," underperforming the Zacks industry average decline of 8%. The underperformance might reverse if Tesla beats estimates this quarter.""","""Zacks Investment Research""","""Mon"," 16 Oct 2023 13:32:39 -0400""",,Positive,Article,"""FDIS",PP,TSLA,TSLL,VCAR,"XLY"""
