news_url,image_url,title,text,source_name,date,topics,sentiment,type,tickers
https://www.proactiveinvestors.co.uk/companies/news/1036597?SNAPI,https://cdn.snapi.dev/images/v1/c/o/2022-10-25-10-48-15-f6ba04b6b310f0682fe6981bb8f5cacd-2201300.jpg,"""Google agrees $700m Play Store settlement""","""Google has agreed to a $700 million settlement over allegations of stifling competition in its Play Store on Android devices. This deal follows a lawsuit by US states and a related victory by Epic Games against Google.""","""Proactive Investors""","""Tue"," 19 Dec 2023 03:01:03 -0500""",,Negative,Article,"""GOOG","GOOGL"""
https://news.sky.com/story/google-to-pay-compensation-to-millions-of-us-customers-after-play-store-court-case-13033858,https://cdn.snapi.dev/images/v1/s/k/skynews-google-logo-6292200jpg20230921052500-2201540.jpg,"""Google to pay compensation to millions of US customers after Play Store court case""","""Google will pay out $700m (£550m) and allow more competition on its Play Store after it was accused of using illegal restrictions and overcharging consumers when they buy items in apps.""",Skynews,"""Tue"," 19 Dec 2023 02:24:33 -0500""",,Positive,Article,"""GOOG","GOOGL"""
https://www.theguardian.com/technology/2023/dec/19/google-agrees-to-pay-700m-after-antitrust-settlement-with-consumers-and-us-states,https://cdn.snapi.dev/images/v1/4/1/4127jpgwidth460quality85autoformatfitmaxs37cd1099a52b004c2df056d8ac9d46b5-2201538.jpg,"""Google agrees to pay $700m after antitrust settlement with consumers and US states""","""The company was accused of overcharging consumers but did not admit wrongdoing""","""The Guardian""","""Tue"," 19 Dec 2023 01:57:27 -0500""",,Positive,Article,"""GOOG","GOOGL"""
