news_url,image_url,title,text,source_name,date,topics,sentiment,type,tickers
https://www.proactiveinvestors.co.uk/companies/news/1026111?SNAPI,https://cdn.snapi.dev/images/v1/f/l/shutterstock-734777938-2057790.jpg,"""Apple bids farewell to Lightning as Eurocrats force tech titan's hand""","""Apple Inc (NASDAQ:AAPL)", the world's most valuable company, has proven powerless against Brussel and will finally capitulate to the USB-C standard for all future iPhone releases. While the rest of the civilised world has acknowledged the benefits of a one-cable-fits-all approach to device charging," Apple has gone with its bespoke Lightning port ever since 2012.""","""Proactive Investors""","""Mon"," 11 Sep 2023 11:04:56 -0400""",,Negative,Article,AAPL
https://www.youtube.com/watch?v=a8RYA2t40LY,https://cdn.snapi.dev/images/v1/o/r/critical-of-apple-market-expert-warns-tech-giant-is-facing-a-big-problem-2057800.jpg,"""'Critical of Apple': Market expert warns tech giant is facing a big problem""","""Circle Squared Alternative Investments founder Jeff Sica discusses how China will affect Apple's growth trajectory on 'Varney & Co.' #foxbusiness #varney""","""Fox Business""","""Mon"," 11 Sep 2023 11:00:00 -0400""",,Negative,Video,AAPL
https://investorplace.com/2023/09/this-analyst-thinks-tsla-stock-will-be-the-next-nvidia-and-even-better/,https://cdn.snapi.dev/images/v1/e/o/tsla1600f-2057762.jpg,"""This Analyst Thinks TSLA Stock Will Be the Next Nvidia""","""Morgan Stanley just upgraded Tesla (NASDAQ: TSLA ) stock to an “overweight” rating and raised its price target to $400 per share. Specifically"," Morgan Stanley cited the electric vehicle (EV) maker's opportunity to develop chips for autonomous driving that are superior to those of industry giant Nvidia (NASDAQ: NVDA ).""",InvestorPlace,"""Mon"," 11 Sep 2023 10:50:37 -0400""",,Positive,Article,TSLA
