news_url,image_url,title,text,source_name,date,topics,sentiment,type,tickers
https://investorplace.com/2023/12/3-of-the-best-meme-stocks-to-double-down-on-in-2024/,https://cdn.snapi.dev/images/v1/o/l/tech-stocks-1600-2200927.png,"""3 of the Best Meme Stocks to Double Down On in 2024""","""In the dynamic stock market realm", the term “best meme stocks” transcends being a mere catchphrase, encapsulating a pivotal movement. Fueled by social sentiment, the recent documentary “Dumb Money” shed light on the remarkable retail trading surge of 2021," which left Wall Street pundits scratching their heads.""",InvestorPlace,"""Mon"," 18 Dec 2023 16:21:13 -0500""",,Positive,Article,"""AMD",META,"NVDA"""
https://invezz.com/news/2023/12/18/amazon-in-talks-to-invest-in-diamond-sports/?utm_source=snapi,https://cdn.snapi.dev/images/v1/z/l/thibault-penin-chj-lfpj5vq-unsplash-1-scaled-2200917.jpg,"""Amazon is reportedly in talks to invest in a bankrupt company""","""Amazon.com Inc (NASDAQ: AMZN) is in focus on Monday following a report that it plans on investing in Diamond Sports Group. What's in it for Amazon?""",Invezz,"""Mon"," 18 Dec 2023 16:20:05 -0500""",,Positive,Article,AMZN
https://www.pymnts.com/apple/2023/lawmakers-question-apples-limits-on-android-access-to-imessage/?utm_source=snapi,https://cdn.snapi.dev/images/v1/a/p/applejpgw457-2200906.jpg,"""Lawmakers Question Apple's Limits on Android Access to iMessage""","""A group of bipartisan lawmakers has called for a probe into whether Apple violated antitrust laws by shutting down third-party applications that enabled Android devices to use the Apple's iMessage service.  This move by Apple has sparked a debate about competition", consumer choice and the future of interoperable messaging services," Bloomberg reported Monday (Dec. 18).""",PYMNTS,"""Mon"," 18 Dec 2023 16:16:30 -0500""",,Negative,Article,AAPL
