news_url,image_url,title,text,source_name,date,topics,sentiment,type,tickers
https://www.marketbeat.com/originals/bevs-are-out-hybrids-are-in-heres-where-to-invest/?utm_source=snapi,https://cdn.snapi.dev/images/v1/0/8/med-20231218113532-bevs-are-out-hybrids-are-in-heres-where-to-invest-2201500.jpg,"""BEVs are out"," hybrids are in; here's where to invest""","""The BEV battery electric vehicle market isn't extinct or even dying. Still", several developments suggest that it has matured quicker than expected, demand is less than forecast," and the hybrid vehicle market is getting a lift.""",MarketBeat,"""Tue"," 19 Dec 2023 07:00:29 -0500""",,Neutral,Article,"""AMZN",LCID,NKLA,PLUG,RIVN,TM,"WMT"""
https://investorplace.com/2023/12/7-growth-stocks-to-avoid-no-matter-what/,https://cdn.snapi.dev/images/v1/j/n/growthstocks-1600-02-2201502.jpg,"""7 Growth Stocks to Avoid No Matter What""","""Growth stocks certainly have legs at the moment and it's fair to assume that there will be a surge of investment heading into 2024. Demand should be expected to rise as the Federal Reserve continues to signal that the worst is over.""",InvestorPlace,"""Tue"," 19 Dec 2023 07:00:00 -0500""",,Neutral,Article,"""AI",COIN,DASH,LCID,PAYC,RIVN,"UPST"""
https://www.fool.com/investing/2023/12/19/2-reasons-to-buy-amazon-stock-like-theres-no-tomor/,https://cdn.snapi.dev/images/v1/q/1/amazon-logo-2565-2201503.jpg,"""2 Reasons to Buy Amazon Stock Like There's No Tomorrow""","""Amazon's stock has gained nearly 80% year to date. The company has rallied investors with an impressive turnaround in its e-commerce business.""","""The Motley Fool""","""Tue"," 19 Dec 2023 07:00:00 -0500""",,Positive,Article,AMZN
