news_url,image_url,title,text,source_name,date,topics,sentiment,type,tickers
https://www.fool.com/investing/2023/12/19/2-top-stocks-to-buy-during-a-bull-market-and-its-n/,https://cdn.snapi.dev/images/v1/u/r/urlhttps3a2f2fgfoolcdncom2feditorial2fimages2f7585582ffriends-watching-moviejpgopresizew400h400-2201553.jpg,"""2 Top Stocks to Buy During a Bull Market (and It's Not Even Close)""","""The S&P 500 is close to surpassing a high it hasn't seen since July 2022", suggesting a bull market could be around the corner. Meanwhile," Amazon has delivered multiple quarters of growth.""","""The Motley Fool""","""Tue"," 19 Dec 2023 05:01:00 -0500""",StocksToWatch,Positive,Article,"""AMZN","DIS"""
https://www.fool.com/investing/2023/12/19/is-rivian-stock-a-good-investment-for-2024/,https://cdn.snapi.dev/images/v1/y/u/podc15-2201342.jpg,"""Is Rivian Stock a Good Investment for 2024?""","""Rivian had a relatively good year amid a struggling EV industry in 2023.""","""The Motley Fool""","""Tue"," 19 Dec 2023 05:00:00 -0500""",podcast,Positive,Article,RIVN
https://www.reuters.com/legal/google-pay-700-mln-us-consumers-states-play-store-settlement-2023-12-19/,https://cdn.snapi.dev/images/v1/x/j/xjo7eg775nmwblraiyux7grx6u-2176287-2187533-2201958.jpg,"""Google to pay $700 mln to US consumers"," states in Play store settlement""","""Alphabet's Google has agreed to pay $700 million and to allow for greater competition in its Play app store"," according to the terms of an antitrust settlement with U.S. states and consumers disclosed on Monday in a San Francisco federal court.""",Reuters,"""Tue"," 19 Dec 2023 04:54:00 -0500""",,Negative,Article,"""GOOG","GOOGL"""
