news_url,image_url,title,text,source_name,date,topics,sentiment,type,tickers
https://www.businessinsider.com/tesla-raises-worker-wages-nevada-gigafactory-amid-union-pressure-2023-12,https://cdn.snapi.dev/images/v1/6/5/65816f791c5c7b8c9a099068formatjpeg-2201585.jpg,"""Tesla is giving some Gigafactory workers a raise. It coincides with a union drive.""","""Tesla is planning to raise the pay of hourly workers at its factory in Nevada. Some workers will see a raise of about 10%"," CNBC reported.""","""Business Insider""","""Tue"," 19 Dec 2023 06:59:55 -0500""",paylimitwall,Positive,Article,TSLA
https://finbold.com/wall-street-sets-costco-stock-price-for-the-next-12-months-2/?utm_source=snapi,https://cdn.snapi.dev/images/v1/d/d/wall-street-sets-costco-stock-price-for-the-next-12-months-2201501.jpg,"""Wall Street sets Costco stock price for the next 12 months""","""Costco Wholesale Corp (NASDAQ: COST) shares reached a record high", surging over 4% in intraday trading on December 15. The boost followed the release of fiscal first-quarter results that exceeded analysts' expectations," with consumers drawn to Costco for its competitive prices on groceries and other products.""",Finbold,"""Tue"," 19 Dec 2023 06:59:18 -0500""",,Positive,Article,COST
https://www.marketwatch.com/story/hedge-fund-manager-takes-up-the-ten-surprise-mantle-his-call-apple-stock-will-slump-s-p-will-sputter-and-oil-will-surge-8517e560,https://cdn.snapi.dev/images/v1/l/w/im-34169217size1777777777777778width800-2201497.jpg,"""Hedge fund manager takes up the ‘ten surprise' mantle. His call: Apple stock will slump"," S&P will sputter and oil will surge""","""Byron Wien", a respected market strategist at Morgan Stanley and then Blackstone, died this year at the age of 90. His “10 surprises” column was awaited annually, not so much for their prescience but for being provocative," stirring outside the box thinking.""","""Market Watch""","""Tue"," 19 Dec 2023 06:55:00 -0500""","""oil","paylimitwall""",Neutral,Article,AAPL
