news_url,image_url,title,text,source_name,date,topics,sentiment,type,tickers
https://www.fool.com/investing/2023/12/18/amazon-set-a-new-52-week-high-is-the-stock-a-buy-n/,https://cdn.snapi.dev/images/v1/l/b/10amescg-1-2200790.jpg,"""Amazon Set a New 52-Week High: Is the Stock a Buy Now?""","""One analyst called Amazon its top megacap pick for 2024. The stock has been surging since it reported strong third-quarter results.""","""The Motley Fool""","""Mon"," 18 Dec 2023 15:16:00 -0500""",,Positive,Article,AMZN
https://nypost.com/2023/12/18/media/amazon-in-talks-to-invest-in-diamond-sports-report/,https://cdn.snapi.dev/images/v1/g/r/gr3rf-2201022.jpg,"""Amazon eyes bankrupt Diamond Sports in push to stream MLB", NBA," NHL: report""","""If an agreement is reached", Amazon's Prime Video platform would eventually become the streaming home for Diamond's games," the Wall Street Journal reported.""","""New York Post""","""Mon"," 18 Dec 2023 15:13:35 -0500""",,Positive,Article,AMZN
https://www.fool.com/investing/2023/12/18/why-alphabet-amazon-and-other-magnificent-seven-st/,https://cdn.snapi.dev/images/v1/g/g/urlhttps3a2f2fgfoolcdncom2feditorial2fimages2f7586902fa-person-comparing-charts-on-a-computer-with-graphs-on-paperjpgopresizew400h400-2200780.jpg,"""Why Alphabet", Amazon," and Other """"Magnificent Seven"""" Stocks Rallied Today""","""The so-called """"Magnificent Seven"""" stocks have rallied this year", primarily fueled by their connection to artificial intelligence (AI). That, combined with improving financial and economic conditions," should drive additional gains in 2024.""","""The Motley Fool""","""Mon"," 18 Dec 2023 14:56:51 -0500""",,Positive,Article,"""AMZN",GOOG,GOOGL,"META"""
