news_url,image_url,title,text,source_name,date,topics,sentiment,type,tickers
https://www.fool.com/investing/2023/09/11/why-tesla-stock-is-accelerating-today/,https://cdn.snapi.dev/images/v1/x/x/106-2057873.jpg,"""Why Tesla Stock Is Accelerating Today""","""Morgan Stanley upgraded Tesla on the potential of its Dojo supercomputer. Analyst Adam Jonas sees Dojo generating earnings similar to what Amazon has done with its AWS business.""","""The Motley Fool""","""Mon"," 11 Sep 2023 11:23:16 -0400""",,Positive,Article,TSLA
https://www.youtube.com/watch?v=WMh5DKXv1Hs,https://cdn.snapi.dev/images/v1/z/b/dojo-could-boost-tesla-value-by-500b-morgan-stanley-2057887.jpg,"""Dojo Could Boost Tesla Value by $500B: Morgan Stanley""","""Tesla Inc.'s Dojo supercomputer may add as much as $500 billion to the company's market value through faster adoption of robotaxis and network services"," according to Morgan Stanley. Bloomberg's Ed Ludlow has more on the call by Adam Jonas.""","""Bloomberg Markets and Finance""","""Mon"," 11 Sep 2023 11:21:49 -0400""",,Positive,Video,TSLA
https://www.youtube.com/watch?v=mV0H8kWOVLw,https://cdn.snapi.dev/images/v1/s/r/iphone-15-isnt-going-to-reignite-apples-stock-says-da-davidsons-tom-forte-2057893.jpg,"""iPhone 15 isn't going to reignite Apple's stock"," says D.A. Davidson's Tom Forte""","""Tom Forte", DA Davidson managing director and senior research analyst," joins 'Squawk on the Street' to discuss Apple's 'neutral' price target and potential risks to the stock.""","""CNBC Television""","""Mon"," 11 Sep 2023 11:15:32 -0400""",product,Negative,Video,AAPL
