news_url,image_url,title,text,source_name,date,topics,sentiment,type,tickers
https://www.marketwatch.com/story/apples-stock-falls-after-wsj-report-that-apple-watch-sales-will-be-halted-d4d59d1b,https://cdn.snapi.dev/images/v1/j/r/apple-1-2-2200394.jpg,"""Apple's stock falls after WSJ report that Apple Watch sales will be halted""","""Shares of Apple Inc. AAPL", -1.33% dropped 1.4% in morning trading Monday, after The Wall Street Journal reported the technology giant was set to halt Apple Watch sales in a preemptive move to comply with a U.S. import ban regarding use of blood-oxygen sensors. The ban, which would include the Apple Watch Series 9 and Apple Watch Ultra 2, comes after the U.S. International Trade Commission found that Apple violated patents in most new models of its smartwatches since 2020," the WSJ report said.""","""Market Watch""","""Mon"," 18 Dec 2023 10:57:00 -0500""","""product","paylimitwall""",Negative,Article,AAPL
https://www.fool.com/investing/2023/12/18/will-intel-stock-dominate-the-artificial-intellige/,https://cdn.snapi.dev/images/v1/r/m/podc13-2200399.jpg,"""Will Intel Stock Dominate the Artificial Intelligence (AI) PC Market?""","""Intel's new consumer CPUs are meant to bring AI technology to consumer products.""","""The Motley Fool""","""Mon"," 18 Dec 2023 10:55:47 -0500""",podcast,Positive,Article,INTC
https://www.forbes.com/sites/jamesfarrell/2023/12/18/apple-halts-sale-of-watch-series-9-and-ultra-2-over-patent-dispute/,https://cdn.snapi.dev/images/v1/x/o/apple-halts-sale-of-watch-series-9-and-ultra-2-over-patent-dispute-2200393.jpg,"""Apple Halts Sale Of Watch Series 9 And Ultra 2 Over Patent Dispute""","""Apple will halt sales of its Apple Watch Series 9 and Apple Watch Ultra 2 just days before Christmas due to a patent dispute with medical technology company Masimo over a blood oxygen monitor included in both models"," multiple media outlets are reporting.""",Forbes,"""Mon"," 18 Dec 2023 10:53:33 -0500""",paylimitwall,Negative,Article,AAPL
