news_url,image_url,title,text,source_name,date,topics,sentiment,type,tickers
https://www.youtube.com/watch?v=heLzUl-VRv8,https://cdn.snapi.dev/images/v1/w/i/amazon-is-spending-10-billion-in-challenge-to-musks-starlink-2201118.jpg,"""Amazon Is Spending $10 Billion in Challenge to Musk's Starlink""","""Bloomberg News Technology Reporter Matt Day explains how """"Project Kuiper"""" could transform Amazon into a telecommunications giant. Matt speaks with Tim Stenovec on Bloomberg Radio.""","""Bloomberg Markets and Finance""","""Mon"," 18 Dec 2023 18:49:40 -0500""",,Positive,Video,AMZN
https://investorplace.com/2023/12/3-e-commerce-stocks-that-will-take-2024-by-storm/,https://cdn.snapi.dev/images/v1/m/9/ecommerce1600c-min-2201097.jpg,"""3 E-Commerce Stocks That Will Take 2024 by Storm""","""After a very long time"," we can see consumer sentiment finally improve. The Black Friday sales and the holiday season will help several e-commerce companies report strong sales and revenue for the final quarter of the year.""",InvestorPlace,"""Mon"," 18 Dec 2023 18:49:25 -0500""",,Positive,Article,"""AMZN",SHOP,"WMT"""
https://www.zacks.com/stock/news/2199625/microsoft-msft-laps-the-stock-market-here-s-why,https://cdn.snapi.dev/images/v1/n/w/default43-2201087.jpg,"""Microsoft (MSFT) Laps the Stock Market: Here's Why""","""The latest trading day saw Microsoft (MSFT) settling at $372.65"," representing a +0.52% change from its previous close.""","""Zacks Investment Research""","""Mon"," 18 Dec 2023 18:47:17 -0500""",,Neutral,Article,MSFT
