news_url,image_url,title,text,source_name,date,topics,sentiment,type,tickers
https://www.fool.com/investing/2023/10/16/why-intel-broadcom-indie-semi-stocks-popped-today/,https://cdn.snapi.dev/images/v1/t/d/urlhttps3a2f2fgfoolcdncom2feditorial2fimages2f7511522fsemiconductor-computer-chip-with-the-letters-ai-in-the-middlejpgopresizew400h400-2105216.jpg,"""Why Intel", Broadcom," and Indie Semi Stocks All Popped Today""","""Indie Semiconductor issued a bullish forecast for Q3 sales"," and the automotive chipmaker looks poised to outperform. Expected new restrictions on Nvidia's chip exports could give Intel and Broadcom some breathing room.""","""The Motley Fool""","""Mon"," 16 Oct 2023 13:45:13 -0400""",,Positive,Article,"""AVGO",INTC,"INDI"""
https://www.fastcompany.com/90967892/linkedin-mass-layoffs-668-employees,https://cdn.snapi.dev/images/v1/p/-/p-1-90967892-linkedin-layoffs-2105331.jpg,"""LinkedIn mass layoffs: The jobs platform cuts another 668 employees in its third layoff this year""","""The company announced it will lay off 3.5% of its workforce"," reportedly to prioritize ‘key initiatives' for 2024. LinkedIn is trimming its workforce once again.""","""Fast Company""","""Mon"," 16 Oct 2023 13:45:00 -0400""","""Layoffs","paylimitwall""",Negative,Article,MSFT
https://investorplace.com/2023/10/meta-stock-is-an-unstoppable-tech-torpedo-for-q4/,https://cdn.snapi.dev/images/v1/j/l/fb-stock-meta-1600-2105219.jpg,"""META Stock Is an Unstoppable Tech Torpedo for Q4""","""Meta Platforms (NASDAQ: META ) isn't just a household name or a metaverse-equipment purveyor. The company is a juggernaut in the fields of social media advertising and generative artificial intelligence ( AI ).""",InvestorPlace,"""Mon"," 16 Oct 2023 13:43:02 -0400""",,Positive,Article,META
