news_url,image_url,title,text,source_name,date,topics,sentiment,type,tickers
https://www.foxbusiness.com/technology/apple-halting-sales-series-9-ultra-2-smartwatch-over-patent-dispute,https://cdn.snapi.dev/images/v1/1/a/apple-watch-gettyimages-1865311475-2200979.jpg,"""Apple halting sales of Series 9"," Ultra 2 smartwatch over patent dispute""","""Apple announced Monday that it will pause sales of its Apple Watch Series 9 and Ultra 2 smartwatches amid a patent infringement dispute with medical technology firm Masimo.""","""Fox Business""","""Mon"," 18 Dec 2023 17:00:47 -0500""",,Negative,Article,AAPL
https://www.reuters.com/markets/deals/amazon-talks-invest-diamond-sports-wsj-2023-12-18/,https://cdn.snapi.dev/images/v1/f/e/fe2edfe-2200920.jpg,"""Amazon in talks to invest in Diamond Sports - WSJ""","""Amazon is in talks to invest in regional-sports programmer Diamond Sports", a move that would advance the e-commerce giant's aggressive push into sports content, the Wall Street Journal reported on Monday," citing people familiar with the matter.""",Reuters,"""Mon"," 18 Dec 2023 16:25:00 -0500""",,Positive,Article,AMZN
https://investorplace.com/2023/12/sofi-coin-hood-upst-or-afrm-whos-winning-the-fintech-stocks-race/,https://cdn.snapi.dev/images/v1/w/i/money-transfer-coins-fintech-2200925.png,"""SOFI", COIN, HOOD, UPST," or AFRM: Who's Winning the Fintech Stocks Race?""","""There's no denying that the past few years have been difficult for fintech stocks. Rising interest rates have made both stocks and loans less attractive.""",InvestorPlace,"""Mon"," 18 Dec 2023 16:24:43 -0500""",,Negative,Article,"""SOFI",AFRM,COIN,HOOD,"UPST"""
