news_url,image_url,title,text,source_name,date,topics,sentiment,type,tickers
https://www.marketwatch.com/story/eight-more-companies-including-nvidia-and-palantir-agree-to-white-house-ai-standards-8a525995,https://cdn.snapi.dev/images/v1/h/a/semi27-2058955.jpg,"""Eight more companies including Nvidia and Palantir agree to White House AI standards""","""The White House on Tuesday said eight more companies — Adobe", Cohere, IBM, Nvidia, Palantir, Salesforce, Scale AI, and Stability — have signed onto their voluntary standards for what they say is safe, secure, and trustworthy development of artificial intelligence technology. Seven companies including Amazon, Google," Meta and Microsoft had agreed to those standards in July.""","""Market Watch""","""Tue"," 12 Sep 2023 06:09:00 -0400""","""Political","paylimitwall""",Positive,Article,"""NVDA",PLTR,ADBE,COHR,CRM,"IBM"""
https://investorplace.com/2023/09/7-millionaire-maker-ev-stocks-to-hold-through-thick-and-thin/,https://cdn.snapi.dev/images/v1/g/c/evs-1600-1-2058943.png,"""7 Millionaire-Maker EV Stocks to Hold Through Thick and Thin""","""Over the next decade", global leaders want to put millions of electric vehicles on the roads. President Biden, for example," wants 51% of all new autos to be electric by 2030.""",InvestorPlace,"""Tue"," 12 Sep 2023 06:00:44 -0400""",,Positive,Article,"""ALB",BYDDF,DRIV,EVXX,LAC,TSLA,"XPEV"""
https://www.businesswire.com/news/home/20230912818287/en/Amazon-Supports-the-World%E2%80%99s-Largest-Deployment-of-Direct-Air-Capture-Technology-to-Remove-Carbon-From-the-Atmosphere/,https://cdn.snapi.dev/images/v1/1/a/press6-2058950.jpg,"""Amazon Supports the World's Largest Deployment of Direct Air Capture Technology to Remove Carbon From the Atmosphere""","""SEATTLE--(BUSINESS WIRE)--Amazon (NASDAQ: AMZN) today announced its first investments in direct air capture (DAC)—a critical technology in the fight against climate change—as part of its Climate Pledge commitment to reach net-zero carbon emissions by 2040. Amazon is supporting the world's largest deployment of DAC technology by committing to purchase 250",000 metric tons of carbon removal over 10 years from STRATOS," 1PointFive's first DAC plant. This is equivalent to the amount of carbon stored.""","""Business Wire""","""Tue"," 12 Sep 2023 06:00:00 -0400""",PressRelease,Neutral,Article,AMZN
