news_url,image_url,title,text,source_name,date,topics,sentiment,type,tickers
https://www.marketwatch.com/story/amazon-in-talks-to-invest-in-diamond-sports-group-report-d69c3aa0,https://cdn.snapi.dev/images/v1/z/a/gettyimages-954304196jpgw651-2200750.jpg,"""Amazon in talks to invest in Diamond Sports Group: report""","""Amazon.com Inc. AMZN", +2.93% is in talks to invest in Diamond Sports Group, which carries the games of more than 40 major sports teams nationwide but filed for bankruptcy this year, according to a Wall Street Journal report Monday. The move would be among the boldest Amazon has pursued yet into sports content as it takes on streaming rivals Walt Disney Co. DIS, -0.67% and Netflix Inc. NFLX," +2.92%.""","""Market Watch""","""Mon"," 18 Dec 2023 14:32:00 -0500""",paylimitwall,Positive,Article,AMZN
https://www.zacks.com/stock/news/2199579/meta-platforms-meta-is-an-incredible-growth-stock-3-reasons-why,https://cdn.snapi.dev/images/v1/q/4/default43-2200731.jpg,"""Meta Platforms (META) is an Incredible Growth Stock: 3 Reasons Why""","""Meta Platforms (META) possesses solid growth attributes"," which could help it handily outperform the market.""","""Zacks Investment Research""","""Mon"," 18 Dec 2023 14:17:09 -0500""",,Positive,Article,META
https://www.nytimes.com/2023/12/18/technology/apple-ban-watch-sales-patent-dispute.html,https://cdn.snapi.dev/images/v1/u/c/appl2-2200725.jpg,"""Apple to Pause Selling New Versions of Its Watch After Losing Patent Dispute""","""The move", which comes after a ruling by the International Trade Commission," could create a run on watch sales in the week before Christmas.""",NYTimes,"""Mon"," 18 Dec 2023 14:12:16 -0500""",paywall,Negative,Article,AAPL
