news_url,image_url,title,text,source_name,date,topics,sentiment,type,tickers
https://invezz.com/news/2023/09/11/tesla-stock-price-forecast-morgan-stanley-adam-jonas/?utm_source=snapi,https://cdn.snapi.dev/images/v1/q/i/jannis-lucas-on661kw9zoy-unsplash-scaled-2058003.jpg,"""Tesla stock price forecast: Adam Jonas sees upside to $400""","""Shares of Tesla Inc (NASDAQ: TSLA) are trending up after a Morgan Stanley analyst dubbed the EV giant a “top pick” in his super bullish note on Monday.""",Invezz,"""Mon"," 11 Sep 2023 12:28:16 -0400""",,Positive,Article,TSLA
https://www.barrons.com/articles/microsoft-stock-ai-catalysts-a73629d1,https://cdn.snapi.dev/images/v1/d/g/368230368-1738571586580332-8657666508044362276-n-2035822-2057988.jpg,"""Microsoft Stock Has Catalysts"," Say Analysts. It's Not Just AI.""","""Citi analysts see near-term upside for Microsoft stock in artificial intelligence", and beyond. Shares can rise another 26%," they reckon.""",Barrons,"""Mon"," 11 Sep 2023 12:25:00 -0400""",paywall,Positive,Article,MSFT
https://www.youtube.com/watch?v=3XkSl2mxUdw,https://cdn.snapi.dev/images/v1/z/3/morgan-stanley-upgrades-tesla-2057985.jpg,"""Morgan Stanley upgrades Tesla""","""CNBC's Phil LeBeau joins 'Squawk on the Street' to discuss Morgan Stanley's upgrade of Tesla and the future of the company's autonomous vehicles.""","""CNBC Television""","""Mon"," 11 Sep 2023 12:11:24 -0400""",,Positive,Video,TSLA
