news_url,image_url,title,text,source_name,date,topics,sentiment,type,tickers
https://www.proactiveinvestors.com/companies/news/1026119?SNAPI,https://cdn.snapi.dev/images/v1/s/2/2019-10-29-09-08-35-23504474aae4659983a6a62abda2a9e3-2057964.jpg,"""Google antitrust trial over search engine dominance to kick off Tuesday""","""Google is the target of a blockbuster antitrust trial scheduled to begin Tuesday that could change the future of internet search engines.  The suit", the biggest tech antitrust suit brought by the US Justice Department since it came after Microsoft in 1998," will argue that Google broke the law in its path to becoming the dominant force it is today.""","""Proactive Investors""","""Mon"," 11 Sep 2023 12:04:07 -0400""",,Negative,Article,"""GOOG","GOOGL"""
https://investorplace.com/2023/09/dear-googl-stock-fans-mark-your-calendars-for-sept-12/,https://cdn.snapi.dev/images/v1/0/l/goog-googl-alphabet-1600-1024x576-2057971.png,"""Dear GOOGL Stock Fans"," Mark Your Calendars for Sept. 12""","""Alphabet (NASDAQ: GOOG ", NASDAQ: GOOGL ) stock investors are surely on edge ahead of the start of what may well be a precedent-setting monopoly trial against the search-engine giant. Indeed, on Tuesday," the Department of Justice (DOJ) will begin its first antitrust lawsuit in years against Google in U.S. District Court in the District of Columbia.""",InvestorPlace,"""Mon"," 11 Sep 2023 12:03:22 -0400""",,Negative,Article,"""GOOG","GOOGL"""
https://www.zacks.com/stock/news/2147255/costco-cost-stock-offers-enough-reasons-to-stay-invested,https://cdn.snapi.dev/images/v1/t/x/1036-2057955.jpg,"""Costco (COST) Stock Offers Enough Reasons to Stay Invested""","""A customer-centric approach", strategic pricing," merchandise initiatives and an emphasis on memberships help Costco (COST) post consistent sales growth.""","""Zacks Investment Research""","""Mon"," 11 Sep 2023 12:01:26 -0400""",,Positive,Article,COST
