news_url,image_url,title,text,source_name,date,topics,sentiment,type,tickers
https://www.youtube.com/watch?v=BXwBZd7RVlg,https://cdn.snapi.dev/images/v1/x/e/tesla-releases-cyberbeer-beverage-2105063.jpg,"""Tesla releases CyberBeer beverage""","""""""Tesla (TSLA) has released its CyberBeer priced at $150 for two bottles"," resembling the Tesla Cybertruck. The beverage has already sold out from Tesla's website on Monday morning.""","""Yahoo Finance""","""Mon"," 16 Oct 2023 12:15:24 -0400""",,Positive,Video,TSLA
https://techcrunch.com/2023/10/16/meta-moderators-talks-collapse/,https://cdn.snapi.dev/images/v1/m/e/meta-distorted-glitched-2105163.jpg,"""Meta negotiations with moderators in Kenya over labor dispute collapse""","""Out of court negotiations between content moderators", Meta and Sama; the social giant's former content review partner in Africa," over a labor dispute before a Kenyan court have collapsed.""",TechCrunch,"""Mon"," 16 Oct 2023 12:12:50 -0400""",,Negative,Article,META
https://nypost.com/2023/10/16/linkedin-cutting-more-than-600-jobs-as-demand-for-hiring-services-slows/,https://cdn.snapi.dev/images/v1/2/g/2gfew-2105054.jpg,"""LinkedIn cutting more than 600 jobs as demand for hiring services slows""","""The cuts", which affect more than 3% of the 20,000-strong staff," add to the tens of thousands of job losses this year in the technology sector amid an uncertain economic outlook.""","""New York Post""","""Mon"," 16 Oct 2023 12:11:35 -0400""",Layoffs,Negative,Article,MSFT
