news_url,image_url,title,text,source_name,date,topics,sentiment,type,tickers
https://www.marketbeat.com/originals/an-electrifying-new-upgrade-for-tesla-leads-the-market-higher/?utm_source=snapi,https://cdn.snapi.dev/images/v1/w/i/med-20230911114319-an-electrifying-new-upgrade-for-tesla-leads-the-ma-2058064.jpg,"""An Electrifying New Upgrade for Tesla Leads the Market Higher""","""Morgan Stanley NYSE: MS is going all-in on Tesla NASDAQ: TSLA. The firm raised its rating on the stock to Overweight from Equal Weight and set a new price target.""",MarketBeat,"""Mon"," 11 Sep 2023 12:51:15 -0400""",,Positive,Article,TSLA
https://www.cnn.com/2023/09/11/tech/tesla-dojo-morgan-stanley/index.html,https://cdn.snapi.dev/images/v1/w/c/230911094729-tesla-vehicle-0723-super-169-2058055.jpg,"""Tesla shares jump after Morgan Stanley predicts Dojo supercomputer could add $500 billion in market value""","""Tesla's Dojo supercomputer could fuel a $500 billion jump in the electric vehicle maker's market value"," analysts at Morgan Stanley said in a note Monday.""","""CNN Business""","""Mon"," 11 Sep 2023 12:47:14 -0400""",,Positive,Article,TSLA
https://www.zacks.com/stock/news/2147278/apple-etfs-in-focus-ahead-of-iphone-15-launch-event,https://cdn.snapi.dev/images/v1/v/p/1163-2058043.jpg,"""Apple ETFs in Focus Ahead of iPhone 15 Launch Event""","""Apple (APPL) is gearing up for its iPhone launch event at the Steve Jobs Theater in California. The technology giant is set to unveil the iPhone 15 series smartphones", including the Plus," as well as the high-end Pro and Pro Max variations.""","""Zacks Investment Research""","""Mon"," 11 Sep 2023 12:46:33 -0400""",product,Positive,Article,"""FTEC",IYW,QQQ,VGT,XLK,"AAPL"""
